artist_id,genre
6gc6oo3u2f7SqTd4mhe81O,jazz
6gc6oo3u2f7SqTd4mhe81O,jazz blues
6gc6oo3u2f7SqTd4mhe81O,jazz funk
6gc6oo3u2f7SqTd4mhe81O,jazz fusion
6gc6oo3u2f7SqTd4mhe81O,jazz piano
6gc6oo3u2f7SqTd4mhe81O,latin jazz
6gc6oo3u2f7SqTd4mhe81O,soul jazz
6gc6oo3u2f7SqTd4mhe81O,stride
6gc6oo3u2f7SqTd4mhe81O,vocal jazz
3UpIbyXfGzmHG6TMH4dJEk,alternative pop
3UpIbyXfGzmHG6TMH4dJEk,anti-folk
3UpIbyXfGzmHG6TMH4dJEk,folk
3UpIbyXfGzmHG6TMH4dJEk,folk christmas
3UpIbyXfGzmHG6TMH4dJEk,folk-pop
3UpIbyXfGzmHG6TMH4dJEk,lilith
3UpIbyXfGzmHG6TMH4dJEk,new wave pop
3UpIbyXfGzmHG6TMH4dJEk,permanent wave
3UpIbyXfGzmHG6TMH4dJEk,pop christmas
3UpIbyXfGzmHG6TMH4dJEk,pop rock
3UpIbyXfGzmHG6TMH4dJEk,singer-songwriter
4xXCRXOfQKQ2gjWxNhNzYW,mellow gold
4xXCRXOfQKQ2gjWxNhNzYW,soft rock
7xklw3WodFZiNNmQt3DIgp,emo
7xklw3WodFZiNNmQt3DIgp,modern rock
7xklw3WodFZiNNmQt3DIgp,pop rock
0z4gvV4rjIZ9wHck67ucSV,dance pop
0z4gvV4rjIZ9wHck67ucSV,hip hop
0z4gvV4rjIZ9wHck67ucSV,pop
0z4gvV4rjIZ9wHck67ucSV,pop rap
0z4gvV4rjIZ9wHck67ucSV,r&b
0z4gvV4rjIZ9wHck67ucSV,rap
0z4gvV4rjIZ9wHck67ucSV,southern hip hop
0z4gvV4rjIZ9wHck67ucSV,urban contemporary
1fvz0vd4P0LNMkAysF1ivk,funk
1fvz0vd4P0LNMkAysF1ivk,hip pop
1fvz0vd4P0LNMkAysF1ivk,neo soul
1fvz0vd4P0LNMkAysF1ivk,new jack swing
1fvz0vd4P0LNMkAysF1ivk,post-disco
1fvz0vd4P0LNMkAysF1ivk,quiet storm
1fvz0vd4P0LNMkAysF1ivk,r&b
1fvz0vd4P0LNMkAysF1ivk,urban contemporary
1HplhaIu7J9Qh9rllqt572,surf music
3dkbV4qihUeMsqN4vBGg93,chicago soul
3dkbV4qihUeMsqN4vBGg93,classic funk rock
3dkbV4qihUeMsqN4vBGg93,funk
3dkbV4qihUeMsqN4vBGg93,jazz blues
3dkbV4qihUeMsqN4vBGg93,memphis soul
3dkbV4qihUeMsqN4vBGg93,neo soul
3dkbV4qihUeMsqN4vBGg93,quiet storm
3dkbV4qihUeMsqN4vBGg93,soul
3dkbV4qihUeMsqN4vBGg93,soul blues
3dkbV4qihUeMsqN4vBGg93,soul christmas
3dkbV4qihUeMsqN4vBGg93,southern soul
0TGsWvnbtExsbGUSWtXENE,dixieland
0TGsWvnbtExsbGUSWtXENE,easy listening
0TGsWvnbtExsbGUSWtXENE,exotica
0TGsWvnbtExsbGUSWtXENE,jazz christmas
0TGsWvnbtExsbGUSWtXENE,jazz trumpet
0TGsWvnbtExsbGUSWtXENE,lounge
0TGsWvnbtExsbGUSWtXENE,new orleans jazz
3YR92OLKlvkK5oKNekSqXe,adult standards
3YR92OLKlvkK5oKNekSqXe,classic funk rock
3YR92OLKlvkK5oKNekSqXe,disco
3YR92OLKlvkK5oKNekSqXe,jazz christmas
3YR92OLKlvkK5oKNekSqXe,jazz funk
3YR92OLKlvkK5oKNekSqXe,quiet storm
3YR92OLKlvkK5oKNekSqXe,smooth jazz
3YR92OLKlvkK5oKNekSqXe,vocal jazz
7egNqIGRldMzifHoh8pib6,adult standards
7egNqIGRldMzifHoh8pib6,brill building pop
7egNqIGRldMzifHoh8pib6,christmas
