found_name,genres,read_name,spotify_id
John Mellencamp,"['album rock', 'classic rock', 'folk christmas', 'folk rock', 'hard rock', 'mellow gold', 'pop christmas', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']",John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH
John Michael Montgomery,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'traditional country']",John Michael Montgomery,7mPcfx7PhnBh6n4HMCd61A
John Miles,[],John Miles,16okCG5QlGiQ6fRr30H10t
John Newman,[],John Newman,34v5MVKeQnIo0CWYMbbrPf
"Temple University Percussion Ensemble, Phillip R. O'Banion & John Mackey",[],John O'Banion,5RaZzbfDq1ddwxtiGT1w6U
John Lennon & Yoko Ono,[],John Ono Lennon,4LjrTfWcvqeHDcH6kr2Msd
John Parr,[],John Parr,3Z1tibPKhUYWCno0IYicCN
John Paul Young,"['australian dance', 'australian pop']",John Paul Young,2wMcQIxzH2LYHJZNxo9FcN
John Philip Sousa,['concert band'],John Philip Sousa,6jNyNAMv2gNLnfaP0bzo7y
John Phillips,['country rock'],John Phillips,4O8NcI06slOnzcloI95qfe
John Rich,['country road'],John Rich,51THHWH97iA2ISvNxUn6Gs
John Roberts,[],John Roberts,6R1ancOh80DsLFq5QlKEK0
John Rowles,[],John Rowles,40f70JVK5anPhD3fGoXkra
John Ryan,[],John Ryan,02vdR0APmv7kuQA2HUlA92
John Schneider,[],John Schneider,5dk1fnALF9pkgCllupjX2M
John Sebastian,"['folk', 'folk rock', 'traditional folk']",John Sebastian,3FPF6tyBTP79pCCAJDcPft
John Stewart,[],John Stewart,1IEICAjQ2utMbLHi7zoc5f
Taylor John Williams,[],John Taylor,73r6cgVUoNL47qnJAF0Ihw
John Travolta,['hollywood'],John Travolta,4hKkEHkaqCsyxNxXEsszVH
,[],John Travolta & Olivia Newton-John,
,[],John Travolta & Olivia Newton-John & Cast,
John Valenti,['deep soft rock'],John Valenti,1Z4s7wNdcuXJ6UBrAI0tGX
,[],John W. Anderson presents KaSandra,
John Waite,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",John Waite,2TPyCsRoh2tjeZLTQ2ojlj
John Wesley Ryles,[],John Wesley Ryles,6BdtiOcyUcmjVguhTkgCiq
John Williams,['soundtrack'],John Williams,3dRfiJ2650SZu6GbydcHNb
Johnnie & Joe,['doo-wop'],Johnnie & Joe,1LsEATjRzbAZRkF0vkLLgd
Johnnie Morisette,[],Johnnie Morisette,4cWccQkyh0amEhbSlfhYRt
Johnnie Ray,"['adult standards', 'brill building pop', 'christmas', 'deep adult standards', 'rock-and-roll']",Johnnie Ray,6SQKNCUKIWjR1pQ1U3PZZq
Johnnie Taylor,"['chicago soul', 'classic funk rock', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",Johnnie Taylor,4OGuNAnRFWZOgOA2d51taz
,[],Johnnie Taylor (The Soul Philosopher,
Johnny Adams,"['jazz blues', 'jazz christmas', 'louisiana blues', 'memphis blues', 'new orleans blues', 'soul blues', 'soul christmas', 'southern soul']",Johnny Adams,24qtJegdRiX2TPRvPN6rzk
Johnny & The Hurricanes,"['merseybeat', 'rock-and-roll', 'rockabilly', 'surf music']",Johnny And The Hurricanes,5sgpmIi6mJNrm3fs3swCa7
,[],Johnny Beecher and his Buckingham Road Quintet,
Johnny Bond,"['country christmas', 'country gospel', 'cowboy western', 'traditional country', 'western swing']",Johnny Bond,3oY80B5wwJ7TH3inVejOQ0
Johnny Bristol,['disco'],Johnny Bristol,0F4yfY9manxJrgsfwbXdZa
Johnny Burnette,"['adult standards', 'brill building pop', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",Johnny Burnette,3PrFCybHMqrcPls31JxoIl
Johnny Cash,"['country christmas', 'outlaw country', 'traditional country']",Johnny Cash,6kACVPfCOnqzgfEF5ryl0x
,[],Johnny Cash & June Carter,
,[],Johnny Cash And The Tennessee Three,
,[],Johnny Cash And The Tennessee Two,
Johnny Caswell,[],Johnny Caswell,5K3olUPdZjhVOUHV2HqmUQ
Johnny Crawford,[],Johnny Crawford,48QdHdRanCXdBt6lygsDES
Johnny Cymbal,[],Johnny Cymbal,2lxV0uK5as9Fi6hFlW1Cgh
Johnny Ferguson,[],Johnny Ferguson,6SwQQt9uXIuGf9srn2c1ZK
Johnny Gibson,[],Johnny Gibson,5VmQjGJVBNojj4m0btIct0
Johnny Gill,"['classic funk rock', 'funk', 'hip pop', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",Johnny Gill,7oHzn7edwmrYClrPRINkbn
"Johnny ""Guitar"" Watson","['classic funk rock', 'soul blues']",Johnny Guitar Watson,6uB4Ax6mlzohDTLqLOJ6Vl
Johnny Hates Jazz,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",Johnny Hates Jazz,6zpPKMhpOoG646kJgZ7RKf
Johnny Horton,"['country', 'country christmas', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'rock-and-roll', 'rockabilly', 'traditional country', 'western swing']",Johnny Horton,1bBZcz4jP7CoPlqpCFh4gz
Johnny Kemp,['new jack swing'],Johnny Kemp,2u8hDu5KBMpvneOV8Th3LE
Johnny Lee,"['country', 'country christmas', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']",Johnny Lee,45rAZqRt5nUUMatQzk8qJu
Johnny Lytle,"['jazz vibraphone', 'soul jazz']",Johnny Lytle,1YENA5yMZMS2ta6wzLKWPg
Johnny Maestro,"['brill building pop', 'doo-wop', 'rock-and-roll']",Johnny Maestro,1pXoY8oTJtPVGsrB4jmCRw
,[],Johnny Maestro The Voice Of The Crests,
Johnny Martin,[],Johnny Martin,5flT1gy48f36auJWrYYL9f
Johnny Mastro,[],Johnny Mastro,1HAgF5gBN2MIKAlEbzzSHO
Johnny Mathis,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'mellow gold', 'operatic pop', 'soft rock', 'vocal jazz']",Johnny Mathis,21LGsW7bziR4Ledx7WZ1Wf
,[],Johnny Mathis & Deniece Williams,
Johnny Nash,[],Johnny Nash,0nAVvgfE9yI4DwvMiYwk8a
Johnny O.,['freestyle'],Johnny O,6AmoPgHK7zpazPTVpYZVLJ
Johnny P,['deep ragga'],Johnny P,2RdXF6BnaZAz1G44yNKJcj
Johnny Paycheck,"['country', 'country christmas', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'texas country', 'traditional country', 'western swing']",Johnny Paycheck,0DchahWJGQqrqr8PMM5zQD
Johnny Preston,"['brill building pop', 'merseybeat', 'rock-and-roll', 'rockabilly']",Johnny Preston,1B8n8vtEeexQ5NKehHTkeo
Johnny Restivo,[],Johnny Restivo,0RHOoF3Gk8xeWJyozvvvle
Johnny Rivers,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",Johnny Rivers,3TiISqKS6ESlMQ4WFfZJw2
,[],Johnny Rivers & Friends,
Johnny Rodriguez,"['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'texas country', 'traditional country']",Johnny Rodriguez,5hYruMimtF8axJGLsFpfoU
Johnny Sea,[],Johnny Sea,0dnNNF6wo3lyqyyqdoLiDp
,[],Johnny T. Angel,
Johnny Thunder,[],Johnny Thunder,31NJDSG3JJ4oZ978LICSGi
,[],Johnny Thunder & Ruby Winters,
Johnny Tillotson,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']",Johnny Tillotson,36msvw9B10rxW90NSQ2794
,[],Johnny Wakelin & The Kinshasa Band,
Johnny Williams,['traditional soul'],Johnny Williams,2u6sTEhZMp9PgpEPYn4Sry
Johnny Winter,"['acoustic blues', 'blues', 'blues-rock', 'british blues', 'chicago blues', 'classic rock', 'country blues', 'delta blues', 'electric blues', 'hard rock', 'jazz blues', 'memphis blues', 'modern blues', 'rock', 'roots rock', 'soul blues', 'southern rock', 'texas blues', 'traditional blues']",Johnny Winter,2ODUxmFxJSyvGiimNhMHbO
Johnny Wyatt,[],Johnny Wyatt,4eJ1v1mN3QKnt1kJMifmo4
Johnny Yukon,['trap soul'],Johnny Yukon,4fLF7NyMYLaMxUmZCSp5ex
,[],Johnny and The Expressions,
Johnta Austin,[],Johnta Austin,0DRTDBGl9fBAzVdF1IFA75
Joiner,[],Joiner,3EXBeOvIjvmI53Ne1b80qR
Jomanda,"['chicago house', 'hip house']",Jomanda,09xC3MewWz48F1OpYckXTZ
Jon & Robin,[],Jon & Robin,1GdPCwrerFsj8OT1o7dkLS
,[],Jon & Robin And The In Crowd,
Jon & Vangelis,"['art rock', 'new age', 'progressive rock', 'symphonic rock']",Jon & Vangelis,5gS1uXayWA0WJPgcRqNIae
Jon Astley,[],Jon Astley,1I8A3N4AgFS3geeMC8uh8I
Jon B.,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul christmas', 'southern hip hop', 'urban contemporary']",Jon B,3SRJWVa6lZnqRHOyAHmDrX
Jon B.,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul christmas', 'southern hip hop', 'urban contemporary']",Jon B.,3SRJWVa6lZnqRHOyAHmDrX
Jon Bellion,['pop'],Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg
Jon Bon Jovi,[],Jon Bon Jovi,6h2bWHWTJL38N8dqocVaif
Jon Brion,['soundtrack'],Jon Brion,57YJQe0ayvIaRZJ3PW5nFP
Jon Butcher Axis,[],Jon Butcher Axis,29iYPp3BSrMl72zDV17pem
Jon Langston,"['contemporary country', 'country road', 'lift kit', 'modern country rock', 'redneck']",Jon Langston,4BANbHDs1IluagTx5eRW2P
Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",Jon Pardi,4MoAOfV4ROWofLG3a3hhBN
Jon Secada,['latin christmas'],Jon Secada,10n1KB2sjTrGdyuC83y8jW
,[],Jon Thomas and Orchestra,
Jon Wolfe,"['contemporary country', 'country road', 'deep texas country', 'lift kit', 'modern country rock', 'outlaw country', 'texas country']",Jon Wolfe,7fmSLVnnxwwMYj8Wc0rKyp
Jonas Blue,"['dance pop', 'edm', 'pop', 'tropical house']",Jonas Blue,1HBjj22wzbscIZ9sEb5dyf
Jonas Brothers,"['boy band', 'dance pop', 'pop', 'pop christmas', 'post-teen pop']",Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD
Jonathan Butler,"['jazz christmas', 'smooth jazz', 'south african jazz']",Jonathan Butler,5gl2M2G5Dn5XTEW30iMMoD
Jonathan Cain,[],Jonathan Cain,6APhaZEvvKh99J2c3TVM3i
Jonathan Edwards,[],Jonathan Edwards,7gyVuJLsatWofXCAw1SGxM
Jonathan Groff,"['hollywood', 'show tunes']",Jonathan Groff,7KkqUt65v6LMtR369OQ6FB
Jonathan King,['merseybeat'],Jonathan King,1bvo51530qqjHyHapoE7N2
,[],Jonell & Method Man,
Joni James,"['adult standards', 'cabaret', 'christmas', 'deep adult standards', 'easy listening', 'lounge']",Joni James,0hiq5HixjjN3gtSXLZmnBw
,[],Joni Lee,
Joni Mitchell,"['canadian pop', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'roots rock', 'singer-songwriter', 'traditional folk']",Joni Mitchell,5hW4L92KnC6dX9t7tYM4Ve
Jonn Hart,"['alternative r&b', 'deep pop r&b', 'slow game']",Jonn Hart,7vMpNua6oKT52WWHNUJ1No
Joose The Conqueror,[],Joose,3er7r6Hdg1VJzFfI4iLPzL
Jordan Davis,"['contemporary country', 'country road', 'modern country rock']",Jordan Davis,77kULmXAQ6vWer7IIHdGzI
Jordan Hill,[],Jordan Hill,0OOhKEKPDRy8UrlykRWG2i
Jordan Knight,['boy band'],Jordan Knight,2AEcSFddxmvXT0A7rBwyVL
Jordan Pruitt,['post-teen pop'],Jordan Pruitt,1JfkqBTXs6VC3JZ7RJNu7h
Jordan Smith,[],Jordan Smith,6TV0LZ3BaEun0OQEh96elP
,[],Jordan Smith & Adam Levine,
Jordin Sparks,"['dance pop', 'neo mellow', 'pop', 'pop christmas', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'soul christmas', 'urban contemporary', 'viral pop']",Jordin Sparks,2AQjGvtT0pFYfxR3neFcvz
,[],Jordin Sparks Duet,
Jordy Searcy,['indiecoustica'],Jordy,0AV5z1x1RoOGeJWeJzziDz
,[],Jorgen Ingmann & His Guitar,
Jorja Smith,"['deep indie r&b', 'indie r&b', 'neo soul', 'pop']",Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd
José Feliciano,"['bolero', 'latin christmas', 'tropical']",Jose Feliciano,7K78lVZ8XzkjfRSI7570FF
José Alfredo Jimenez,"['bolero', 'grupera', 'mariachi', 'ranchera', 'regional mexican']",Jose Jimenez,2T06whb4s6UiufL1j5Qtz9
Joseph Duveen,[],Joseph Duveen,3VR79jwjQqOaMZCxGATpRj
Josey Scott,[],Josey Scott,5mNloTgSaf5qCyk48t9NSP
Josh Abbott Band,"['contemporary country', 'country road', 'deep texas country', 'modern country rock', 'outlaw country', 'texas country']",Josh Abbott Band,2EJ5MRZCzpHSSNNEpTx9Kb
Josh Dreon,[],Josh Dreon,63Y5LOrSgSjTKofw3DLYn9
Josh Gracin,"['contemporary country', 'country', 'country christmas', 'country road', 'lift kit', 'modern country rock']",Josh Gracin,1456WwI15Lm9CktCzkLZvm
Josh Groban,"['adult standards', 'operatic pop', 'pop christmas']",Josh Groban,6cXMpsP9x0SH4kFfMyVezF
,[],Josh Groban & The African Children's Choir,
Josh Kaufman,['deep talent show'],Josh Kaufman,1rVN2nOV74weTglog9V0gk
Josh Kelley,"['acoustic pop', 'neo mellow']",Josh Kelley,1yLlQimDTRrACa45u50LXW
Josh Thompson,"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'redneck']",Josh Thompson,4BuyNtIXCdb4fHesOdR3io
Josh Turner,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock']",Josh Turner,7vCtweS8UVAXTyau2j0rDT
Joshua Kadison,[],Joshua Kadison,2VrP5BkyzDhY43dWMlaYjD
Joshua Radin,"['acoustic pop', 'folk-pop', 'indie folk', 'neo mellow', 'pop rock', 'singer-songwriter', 'viral pop']",Joshua Radin,7omzannyG2lfDqP5xyZo34
Josie Cotton,[],Josie Cotton,3cLCoFmTc8zHOP26agi4dC
Joss Stone,"['neo mellow', 'pop christmas', 'pop rock', 'soul christmas']",Joss Stone,7bvcQXJHkFiN1ppIN3q4fi
Journey,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",Journey,0rvjqX7ttXeg3mTy8Xscbt
Jovanny Cadena Y Su Estilo Privado,"['regional mexican', 'regional mexican pop']",Jovanny Cadena Y Su Estilo Privado,0aaYORc6Zmp1SCXhRRDwNW
Joy Of Cooking,[],Joy Of Cooking,76sETeecYEhjZp9iPi7F0h
,[],"Joyce ""Fenderella"" Irby",
Joyce Cobb,[],Joyce Cobb,3cG0EWvyO2JGkNLL0ecizy
,[],Joyce Kennedy & Jeffrey Osborne,
,[],Joyner Lucas & Chris Brown,
Leslie Odom Jr.,[],Jr.,3cR4rhS2hBWqI7rJEBacvN
,[],Jr. (With Bill Withers,
Jr. Walker & The All Stars,"['brill building pop', 'chicago soul', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'northern soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",Jr. Walker & The All Stars,1rHh0AI30JhKrbzKIFjFNd
Juan Luis Guerra 4.40,"['bachata', 'latin', 'latin pop', 'merengue', 'salsa', 'tropical']",Juan Luis Guerra,3nlpTZci9O5W8RsNoNH559
Juanes,"['cumbia', 'latin', 'latin pop', 'mexican pop', 'pop', 'reggaeton', 'rock en espanol', 'tropical']",Juanes,0UWZUmn7sybxMCqrw9tGa7
,[],Jubilee Four & Carol Lombard Trio,
,[],Jud Strunk,
Judah & the Lion,"['indiecoustica', 'modern rock', 'new americana']",Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ
Judas Priest,"['album rock', 'classic rock', 'hard rock', 'metal', 'power metal', 'rock']",Judas Priest,2tRsMl4eGxwoNabM08Dm4I
Jude Cole,['mellow gold'],Jude Cole,6MxIoQ7GT947XGYca2irUU
Judson Spence,[],Judson Spence,2iDXfUayTfaawalL8HDDj6
Judy Cheeks,[],Judy Cheeks,0H7YdwJ8xgHzCOECgiwZau
,[],Judy Clay & William Bell,
Judy Collins,"['folk', 'folk christmas', 'folk rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",Judy Collins,5yzE49FicYiSxN61oaxkNn
Juelz Santana,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop christmas', 'pop rap', 'rap', 'trap music']",Juelz Santana,6Uh8uJyN9g7oFjDK16nJgb
Juice Newton,"['country', 'country christmas', 'country dawn', 'nashville sound']",Juice Newton,4L1z1IcfK7lbqx8izGHaw5
Juicy J,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Juicy J,5gCRApTajqwbnHHPbr2Fpi
Jukebox The Ghost,"['chamber pop', 'indie folk', 'indie pop', 'indie poptimism', 'indie rockism', 'indietronica', 'modern rock', 'piano rock', 'shimmer pop', 'stomp and holler']",Jukebox The Ghost,0L8jXe7QeS9oYUoXbANmX4
Jules Shear,[],Jules Shear,1NEZJBSrARPOusiStgoIQ9
Julia Michaels,"['dance pop', 'pop', 'post-teen pop']",Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
Julian Cope,"['art rock', 'britpop', 'dance rock', 'madchester', 'melancholia', 'neo-psychedelic', 'new wave', 'uk post-punk']",Julian Cope,5sMku8iI6FH3ypZTErz4kv
Julian Lennon,[],Julian Lennon,4Tvos0a5rRrBu4Oodu5f79
Juliana Hatfield,"['alternative pop', 'alternative rock', 'boston rock', 'jangle pop', 'lilith', 'permanent wave', 'power pop']",Juliana Hatfield,4L1danWWAgSc0b7nBgY9CB
Julianne Hough,"['contemporary country', 'country', 'country christmas', 'country dawn', 'hollywood']",Julianne Hough,4BA9Z6ZV2JBwwLGGoZX7bs
Julie Andrews,"['adult standards', 'broadway', 'hollywood', 'movie tunes', 'show tunes']",Julie,5RdqZVi36tpDPYNPw8jJbO
,[],Julie Andrews-Dick Van Dyke,
,[],Julie Monday,
Julie Roberts,"['contemporary country', 'country', 'country christmas', 'country dawn']",Julie Roberts,5sXhYkm9PpLn5R70U2T6Ba
Julie Rogers,[],Julie Rogers,0TvxYJwhD6rqKvdMxgtVsO
Juliet Roberts,['hip house'],Juliet Roberts,0oZwvxvXOK7NVV6iqExiU5
Juliet Simms,['deep talent show'],Juliet Simms,1hlXIybvN1I8r3ooBEkYRh
Julio Iglesias,['latin christmas'],Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5
,[],Julio Iglesias & Diana Ross,
Willie Nelson & Julio Iglesias,[],Julio Iglesias And Willie Nelson,4ih9ukRURGe8AJ05LwEDq6
Jump 'N' The Saddle Band,[],Jump 'n The Saddle,7aj6bmxkQRsJRYcUHXj4lC
Jumpin' Gene Simmons,[],Jumpin' Gene Simmons,4iebo7ZPPFQ7cFVo5CKfgF
June Valli,['deep adult standards'],June Valli,1KmKEXZocALOJhgHl7VxNi
Jung Tru,[],Jung Tru,0EuSP8KnPY1qQpxLBOjBG1
Leslie Odom Jr.,[],Junior,3cR4rhS2hBWqI7rJEBacvN
Junior M.A.F.I.A.,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop']",Junior M.A.F.I.A.,3r0OeTcOw37N9juMYyyw39
"Ray Parker, Jr.","['disco', 'soul christmas']",Junior Parker,0NyzfcGDZZ6GM25EBG9BYK
Junior Reid,"['dancehall', 'dub', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",Junior Reid,0qPUDOVD0aYR2lmCilnscs
Jussie Smollett,[],Jussie Smollett,120Hnh6hOWiIpfL4WDo7nm
Just Us,[],Just Us,6gZBuGRyiyGkAVFCJAWdMk
Justin Bieber,"['canadian pop', 'dance pop', 'pop', 'pop christmas', 'post-teen pop']",Justin Bieber,1uNFoZAHBGtllmzznpCI3s
,[],Justin Bieber + BloodPop,
,[],Justin Bieber Duet,
Justin Hayward,['symphonic rock'],Justin Hayward,1C4kZs9XyNnm9HWFng6ZFH
,[],Justin Hayward & John Lodge,
Justin Moore,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock', 'redneck']",Justin Moore,30e8DmahrEamvLbFRPdWmk
Justin Timberlake,"['boy band', 'dance pop', 'pop', 'r&b']",Justin Timberlake,31TPClRtHm23RisEBtV3X7
,[],Justin Timberlake Duet,
Justine Washington,[],Justine Washington,4g5otsWvoaZrcHg0fp3dQ0
Juvenile,"['bounce', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Juvenile,0rG0AZBscc8S8q1ahIsasI
K CAMP,"['deep pop r&b', 'deep trap', 'dwn trap', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",K CAMP,5bgfj5zUoWpyeVatGDjn6H
K CAMP,"['deep pop r&b', 'deep trap', 'dwn trap', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",K Camp,5bgfj5zUoWpyeVatGDjn6H
K$upreme,[],K$upreme,7trxpXo6hVUnoB22sbCkEd
K'Jon,['neo soul'],K'Jon,7KTMw4g3OqEh9Jz1HmF7bo
K'NAAN,['pop rap'],K'Naan,7pGyQZx9thVa8GxMBeXscB
K-Ci & JoJo,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",K-Ci,05RZIdfz59ZW2FvFuwnmNK
K-Ci & JoJo,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",K-Ci & JoJo,05RZIdfz59ZW2FvFuwnmNK
K-Ci & JoJo,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",K-Ci And JoJo,05RZIdfz59ZW2FvFuwnmNK
K-Ci Hailey,[],K-Ci Hailey,53M8YqZnU51ZjTFiXAFpIo
K-Major,[],K-Major,6EcOx4ckQkF54MS9mKPHhj
K-Nock,[],K-Nock,29UEeN3m6vdswFhEjuX0G7
K-Solo,"['hardcore hip hop', 'hip hop']",K-Solo,0knb2mXB2y0L44J05Nj6zX
K Anderson,['indie anthem-folk'],K. Anderson,2hemxJSBMzRDDHNL6eBVXj
K. Michelle,"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary']",K. Michelle,2retT7MFwHDVTeGKDdybEx
KC & The Sunshine Band,"['classic funk rock', 'disco', 'funk', 'motown', 'quiet storm', 'soft rock']",K.C.,3mQBpAOMWYqAZyxtyeo4Lo
K.M.C. Kru,[],K.M.C. KRU,37bsI3pcgS0ANRzXPITmAX
K.P. & Envyi,[],K.P. & Envyi,2YNgNtNUJlJpCmWgz3kHh5
KTP,[],K.T.P.,3GzS7RcXNDv0v0JBKBWJYk
K.W.S.,[],K.W.S.,188XxH8QLu4w8GW7cxSJe9
K5,[],K5,3De6svqAPGsgF8i0jQN7bE
K7,"['freestyle', 'hip house']",K7,23H1ellgs9wxOBx2V0fkao
Kai,[],KAI,6xHUXzrfhFgnIv86EBR3Ml
KBC Band,[],KBC Band,0ijZqVJiWnI8EEPlhz62Pb
KC & The Sunshine Band,"['classic funk rock', 'disco', 'funk', 'motown', 'quiet storm', 'soft rock']",KC,3mQBpAOMWYqAZyxtyeo4Lo
KC & The Sunshine Band,"['classic funk rock', 'disco', 'funk', 'motown', 'quiet storm', 'soft rock']",KC And The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo
,[],KCamp,
KISS,"['album rock', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'rock']",KISS,07XSN3sPlIlB2L2XNcTwJw
Kix,"['album rock', 'glam metal', 'hard rock', 'sleaze rock']",KIX,45KpBChrKYWhTlU6N57ofu
KONGOS,['modern rock'],KONGOS,58R5LHkK3vkmEyGUPOR5kS
KRS-One,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']",KRS-One,2gINJ8xw86xawPyGvx1bla
KT Tunstall,"['folk christmas', 'folk-pop', 'lilith', 'neo mellow', 'pop christmas', 'pop rock']",KT Tunstall,5zzrJD2jXrE9dZ1AklRFcL
KYLE,"['pop', 'pop rap', 'rap']",KYLE,4qBgvVog0wzW75IQ48mU7v
,[],Kacey Cisyk,
Kacey Musgraves,"['contemporary country', 'country dawn']",Kacey Musgraves,70kkdajctXSbqSMJbQO424
Kai,[],Kai,6xHUXzrfhFgnIv86EBR3Ml
,[],Kai Winding & Orchestra,
Kailee Morgue,"['indie electro-pop', 'indie poptimism']",Kailee Morgue,245PKF3hKjtxJKIG153kF0
Kaitlin Butts,[],Kaitlin Butts,6QmSTo72BYMATkQVOV1axD
Kajagoogoo,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Kajagoogoo,0f3kLT4wvi2mFHlHJgV8Hl
Kalenna,[],Kalenna,2NoFr6doacvN58q9p9EFky
Kaleo,[],Kaleo,7jdFEYD2LTYjfwxOdlVjmc
Kali Uchis,"['deep indie r&b', 'indie r&b']",Kali Uchis,1U1el3k54VvEUzo3ybLPlM
Kamaiyah,"['escape room', 'hyphy', 'indie r&b', 'west coast trap']",Kamaiyah,3XVpDdKav6C6zwlDXPhMEO
Kanales,['regional mexican pop'],Kanales,6tV9ApzzUMjXsFNHpgZmvA
Kandi Girl,[],Kandi,41TccBHnkaVhhgCgl83JU8
Kandi Girl,[],Kandi Girl,41TccBHnkaVhhgCgl83JU8
Kane Brown,"['contemporary country', 'country road']",Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE
Kane Roberts,"['glam metal', 'melodic hard rock']",Kane Roberts,12FdDK5z7grZIamaG6xTUK
Kano,"['grime', 'uk garage', 'uk hip hop']",Kano,50nN8IFD4xA67fI4jYbLV4
Kansas,"['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",Kansas,2hl0xAkS2AIRAu23TVMBG1
Kanye West,"['pop', 'pop christmas', 'pop rap', 'rap']",Kanye West,5K4W6rqBFWDnAN6FQUkS6x
,[],Kanye West + The-Dream,
,[],Kanye West Jay Z,
Kaoma,[],Kaoma,1LsXqDdYVyONhrjAORENbu
Kardinal Offishall,"['canadian hip hop', 'pop rap']",Kardinal Offishall,5P2rwRBgIN450RaJxdjYdA
Karen Fairchild,[],Karen Fairchild,3RXtieA0L2l22SWlOUMNca
Karen Kamon,[],Karen Kamon,6b0jcuYkiGjtwHub0AH3FQ
,[],Karen Nelson And Billy T,
Karen O,['folk-pop'],Karen O,6emHCSoB4tJxTVXakbrpPz
Karen Young,[],Karen Young,3vOSs0LEPDM2iCBK99VJzX
Karl Hammel Jr.,[],Karl Hammel,09h8Z8FdDJhxfnxNXkcBfC
Karla Bonoff,['folk'],Karla Bonoff,1ZIMtrSe8sINPurERT4tRa
