found_name,genres,read_name,spotify_id
Polo Urias,"['deep norteno', 'duranguense', 'norteno', 'regional mexican']",Polo Urias,7libhGDlxT0nBJuFyW72OO
Polo Urias Y Su Maquina Norteña,"['deep norteno', 'duranguense', 'norteno']",Polo Urias Y Su Maquina Norteña,0zM1RE17huCYfueF8Iut1Z
Ponchoman,[],Ponchoman,1yf9255jmHFwhhlYiK30gL
Pooh Gutta,[],Pooh Gutta,1A9MaQtsXXPcvrowds6xls
Poolside,"['alternative dance', 'chillwave', 'indietronica', 'new rave', 'nu disco']",Poolside,5szdY7KaSi7epwyffrbV8c
Pop Evil,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",Pop Evil,1pRaG81GsVtaTBuVSpldt2
Popcaan,"['dancehall', 'reggae fusion']",Popcaan,62DmErcU7dqZbJaDqwsqzR
Popcorn Meteor,[],Popcorn Meteor,5IkESiTeVynhyL9uhzDU4n
Poppa Sadda,[],Poppa Sadda,1PFsxTdyTwfYu1VufIV258
Poppy Ackroyd,"['bow pop', 'compositional ambient']",Poppy Ackroyd,5q3wKuiaCK8BRPZQSvehFd
Porter Robinson,"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'electronic trap', 'pop', 'progressive electro house']",Porter Robinson,3dz0NnIZhtKKeXZxLOxCam
Posdnuos,[],Posdnuos,4OydvmAsJa7r6W8Q0xwkI7
Positive Motion,['polynesian pop'],Positive Motion,4Y0ysYQJhFLs223cro6hVq
Poundside Pop,[],Poundside Pop,4GjElWvmSWy4FkKoGZbYs0
Precision Productions,['soca'],Precision Productions,5selbVFrTsq2rTkqPWrHiA
Preme,"['canadian hip hop', 'trap music', 'trap soul']",Preme,0bdJZl7TDeiymDYzMJnVh2
Preme Dibiasi,[],Preme Dibiasi,1PRy2ACN6ic5g1V2fA4Nzf
Preservation Hall Jazz Band,"['brass band', 'dixieland', 'new orleans blues', 'new orleans jazz']",Preservation Hall Jazz Band,2S0rCVs10P1Q0v51wmOrM5
President Davo,[],President Davo,3sz55eiEUqe2S9DyYwIrmz
Prezi,['west coast trap'],Prezi,1FxSTg1ciMzKpx4aiiZjvC
Primal Scream,"['alternative rock', 'big beat', 'britpop', 'dance rock', 'dance-punk', 'electronic', 'garage rock', 'indie rock', 'madchester', 'neo-psychedelic', 'new wave']",Primal Scream,3wury2nd8idV4GecUg5xze
Primera Generacion,['regional mexican pop'],Primera Generacion,7adTslLsmmoyuHMclODOA5
Prince Bopp,['deep pop r&b'],Prince Bopp,3ufl0BckLId1MPMWvCppQM
Prince Fox,[],Prince Fox,1nf5yEVCfMbqm1OCYpntBT
Prince Rick,[],Prince Rick,6PfPN1RQWjWZUeUr2U50I9
Princess Nokia,"['deep indie r&b', 'escape room', 'indie r&b']",Princess Nokia,6lay1nwbE6hTx1jivysUAL
El Principe,[],Principe,43J5P5npUUGL7DdIi7Mut4
Pritam,"['desi', 'desi hip hop', 'filmi', 'indian pop', 'sufi']",Pritam,1wRPtKGflJrBx9BmLsSwlU
Pro Sound Effects Library,[],Pro Sound Effects Library,5DE7ftfW6Nt36ckDA8VzKj
ProbCause,['chicago indie'],ProbCause,1ZcfGrGrm9aHnUNVQz3sCY
Problem Child,[],Problem Child,4mwylDt7PKfgkb7NII8NGx
Prof,"['abstract hip hop', 'indie pop rap', 'underground rap']",Prof,1LyTmnoxLipUwTEHWSRziG
Professor Longhair,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'country blues', 'delta blues', 'jazz blues', 'jump blues', 'louisiana blues', 'memphis blues', 'memphis soul', 'new orleans blues', 'piano blues', 'soul blues', 'southern soul', 'swamp blues', 'texas blues', 'traditional blues']",Professor Longhair,2RyY5yFlJh6jIPfMDhHgyD
Project Paccino,[],Project Paccino,52cD7ynsaldukqNSI4OCll
Project Youngin,['deep southern trap'],Project Youngin,0zSnym91x3cA9RTp3wHff0
Promoter Jay,[],Promoter Jay,5w5XVOD1ifgorIwd8XcCkG
Propain,['deep southern trap'],Propain,2hJIsGyAMyrircVHcLEj4y
Providence Executive Board,[],Providence Executive Board,6sHYbEFVlQwEVPqZ3IHfox
Próxima Parada,['deep new americana'],Próxima Parada,43cM1JWUzdfkZCi7rjkPnz
Psymbionic,['glitch hop'],Psymbionic,0uOUEsjCUSv2YvZmZtmBsX
Pternsky,['soca'],Pternsky,3cTAOJwXRWgUGb0OnkYgr7
Punch Brothers,"['bluegrass', 'chamber pop', 'folk-pop', 'indie folk', 'new americana', 'progressive bluegrass', 'stomp and holler']",Punch Brothers,4gFssfOmWNY3LfIZ3zyoy4
Punchie Bandana,[],Punchie Bandana,0TDeggs28dW9TvyvyVIiXV
Punchline,"['emo', 'pop punk', 'punk christmas']",Punchline,1CK7niAEBeKXci8KtBvxbG
Pusho,"['reggaeton flow', 'trap latino']",Pusho,2qbEtwBVyobgpNP5KcHE9J
Q Da Fool,['vapor trap'],Q Da Fool,17kq4sCvn1nVcVvWV9Ribi
Q Money,[],Q Money,1dqnbaIyoeXqdr0exT8fBc
QUE.,"['deep trap', 'trap music']",QUE.,4Mop3hBjHoSoKwwkzKD3Gi
Quando Rondo,[],Quando Rondo,4IprNlQiJZUUJhDl0fL2SL
Queen of Jeans,[],Queen of Jeans,61HFuOrTUb63I9b11WdnqL
James Quick,['indie anthem-folk'],Quick,204c5kep4L9kpSktmP03VT
Quietdrive,"['emo', 'modern rock', 'neo mellow', 'pixie', 'pop emo', 'pop punk', 'pop rock', 'punk christmas']",Quietdrive,5L1n6wVJMxBw6sZbxD0XAU
Quimico Ultra Mega,['reggaeton flow'],Quimico Ultra Mega,3tZdknQnzsVIIdaGCTj4RX
R.K.M & Ken-Y,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",R.K.M & Ken-Y,3jFjgKOGfVLWfXX8q5wrsg
R.LUM.R,"['deep indie r&b', 'deep pop r&b', 'indie r&b', 'r&b', 'trap soul']",R.LUM.R,7JBZN2pehWRUu3fX11lP2y
R3HAB,"['big room', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']",R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ
RBL Posse,"['gangster rap', 'hyphy', 'west coast rap', 'west coast trap']",RBL Posse,6bvzW28MI89yFg4k5NTkR3
RIVVRS,"['indie anthem-folk', 'indiecoustica']",RIVVRS,5T3N5ks9c3L7D4aXw54DVs
RJ Lamont,[],RJ Lamont,5asON9x8VuygoVAZ4dupgp
RKCB,"['deep indie r&b', 'indie electro-pop', 'indie poptimism', 'indie r&b', 'vapor soul']",RKCB,4QDvXnbmw1znkqkK1119Fc
RL Grime,"['aussietronica', 'bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'moombahton', 'vapor twitch']",RL Grime,5eIbEEQnDM8yuDVB0bimSP
RUNN,[],RUNN,3l0H4QNiYYNdIsnZ4JgJAg
Ra Ra Riot,"['alternative dance', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indie rock', 'indietronica', 'modern rock', 'piano rock', 'shimmer pop', 'stomp and holler', 'synthpop']",Ra Ra,6FIrstf3kHEg3zBOyLpvxD
RaRa,[],RaRa,79Nr6koBmlFopWJrh9M4UN
Rachel Bay Jones,"['broadway', 'hollywood']",Rachel Bay Jones,782wocBbKLROLTSPViayHH
Radical For Christ,['praise'],Radical For Christ,5IasY9qIMVuTssFl6ECzKA
Radical Something,['indie pop rap'],Radical Something,2UohZ1T4H9BwBb5lYgZodI
Radiobase,[],Radiobase,2O07L4IuTAy1LU3Dtb2kfN
Radney Foster,"['deep texas country', 'outlaw country', 'texas country']",Radney Foster,5g9qBduN6VR3dzHA8eCTEW
Rafa Pabön,[],Rafa Pabön,11YLRSsZA3YVuQQtHXKTlz
Raffi,"[""children's christmas"", ""children's music""]",Raffi,7oWSqrgMuIEyH9qp5nu2e5
Raheem the Dream,['miami bass'],Raheem the Dream,3kqYF4IwrAOEW0xuoRJrW9
Railroad Earth,"['bluegrass', 'jam band', 'new americana', 'progressive bluegrass', 'roots rock', 'southern rock']",Railroad Earth,6ijT84fUReKCGYV3MjhB2y
Rain Sounds,['environmental'],Rain,5nSGBmlgUdqWNExnOX8VtV
Rain Hard,[],Rain Hard,5SGuAyOqyIejlY3Lxv7CjX
Rain Makers,[],Rain Makers,079hJApt9vUYNFafjxUqDX
Rain Man Sounds,[],Rain Man Sounds,4wuRZANCBpXAiLpvvlbpWy
Rain Recorders,[],Rain Recorders,5GNSiWmGlKoycbxC8htQaH
Rain Sound Studio,['sleep'],Rain Sound Studio,3Qs1EAnyqWLaNqk0wHS63M
Rain Sounds,['environmental'],Rain Sounds,5nSGBmlgUdqWNExnOX8VtV
Rain Sounds ACE,[],Rain Sounds ACE,7unk84t4zHbKT5jihwiY9t
Rain Sounds Factory STHLM,[],Rain Sounds Factory STHLM,0p4jOOIvRNOeFf8B28hQ1e
Rain Sounds of Brentwood,[],Rain Sounds of Brentwood,2uEOVKQiVJDDBmL5MxHpNv
Rain Storm Sample Library,['sleep'],Rain Storm Sample Library,3Zgj4syrRPwo9zXGbwODPR
Rainbow Kitten Surprise,"['indie folk', 'indie pop', 'modern rock']",Rainbow Kitten Surprise,4hz8tIajF2INpgM0qzPJz2
Ralfi Pagan,[],Ralfi Pagan,5Wq4oFrEbsAvYqQ1cc6vLz
Ralph Larenzo,[],Ralph Larenzo,4E4SekvxCHHEUU0nwxsdTG
Ralphy River,[],Ralphy River,2qGEnRrkASvF3bnz0Uvmhe
Ram Herrera,['tejano'],Ram Herrera,36wLXYkjSzjSqQ41WcVczE
Ramiro Ram Herrera,[],Ramiro Ram Herrera,0rxipyFfJI0Sh9HH3keG0s
Ramzoid,"['tracestep', 'vapor twitch']",Ramzoid,2Ci3Sflo2BfC77wTwn2hbH
Random Rab,"['glitch hop', 'new tribe', 'world fusion']",Random Rab,4w8MWlPCLi8uZRkCMyrtCO
Randy Travis,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']",Randy,1pTuR132U5b4Rizal2Pr7m
Randy Lorenzo,['world christmas'],Randy Lorenzo,34b3evbwuaICTdl0YoE7uZ
Randy Nota Loca,"['latin hip hop', 'reggaeton', 'reggaeton flow']",Randy Nota Loca,6wtNHTx0mmp7m1qqOXWDv2
Rapphy Levitt Orquesta La Selecta,"['boogaloo', 'salsa']",Rapphy Levitt Orquesta La Selecta,2iKZL4iDwGCUUqZcG5okOg
Rapsody,"['alternative hip hop', 'escape room', 'hip hop', 'indie r&b', 'pop rap', 'southern hip hop', 'underground hip hop']",Rapsody,6NL31G53xThQXkFs7lDpL5
Raquel Arias,[],Raquel Arias,49P6VROZM32gIQyX9CvJE8
Raquel Rodriguez,[],Raquel Rodriguez,7CPwAwFBnruFlDqUQCrM1Q
"Ratchet King, Lil Boosie, Untame Mayne",[],Ratchet King,3igWXVZL5da9YQmAeurmoc
Raulin Rodriguez,"['bachata', 'latin', 'merengue', 'merengue urbano', 'tropical']",Raulin Rodriguez,5rvaaWutd0gsbc2iMNo9k5
Raury,['indie r&b'],Raury,2PU4qFehXQF7WnlFsJpBiJ
Rauw Alejandro,[],Rauw Alejandro,1mcTU81TzQhprhouKaTkpq
Ravyn Lenae,"['deep indie r&b', 'escape room', 'indie r&b', 'neo soul', 'r&b']",Ravyn Lenae,5RTLRtXjbXI2lSXc6jxlAz
Raw Smoov,[],Raw Smoov,3h77JQaIDVy2dMeDzquPTa
Ray Benson,[],Ray Benson,2G6E8Q9UTzDIhoawhJm33M
Ray Wylie Hubbard,"['alternative country', 'country rock', 'new americana', 'outlaw country', 'roots rock', 'southern rock', 'texas country', 'traditional country']",Ray Wylie Hubbard,4gQ8biCMcMrOuBdJx639Q0
"Ray Parker, Jr.","['disco', 'soul christmas']",Ray jr.,0NyzfcGDZZ6GM25EBG9BYK
Rayito Colombiano,"['cumbia', 'cumbia sonidera', 'grupera', 'regional mexican']",Rayito Colombiano,3yJUTkFm88TiJPLhLHKumn
Re-Up Gang,[],Re-up,7M4Mb6ruvn3SuMNWcmfQZv
Read Southall,['deep texas country'],Read Southall,0hONW1DrmBJFATNGehNQHR
Read Southall Band,['deep texas country'],Read Southall Band,5fGjyURfvKXXCTcnCfU9Dl
Real Estate,"['alternative dance', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie psych-rock', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'nu gaze', 'shimmer pop', 'synthpop']",Real Estate,41SQP16hv1TioVYqdckmxT
Reason,[],Reason,6XpXnnKHIhCOUbOLOJGe6o
Rebel Souljahz,"['hawaiian', 'polynesian pop']",Rebel Souljahz,6DW0QgM048WZ1eDJfq9ZhS
Rebelution,['reggae rock'],Rebelution,2WjvvwAX0mdWwq3aFuUdtc
Rebirth Brass Band,"['brass band', 'new orleans blues', 'new orleans jazz']",Rebirth Brass Band,6p9Qy71KocWwjmpUcHUTda
Red Ranger,[],Red Ranger,5OeoetmQi9Lt0XNAXHyDvn
Red Rocks Worship,"['anthem worship', 'christian uplift', 'deep ccm']",Red Rocks Worship,48AVv3cw03WdSB5b4qmNCr
Red Shahan,['deep texas country'],Red Shahan,5DPP8EALeVGnupgVjlWOwJ
Red Store Bums,['latin ska'],Red Store Bums,7JXvcepAkOn5WRAeo8nydL
Red Sun Rising,"['alternative metal', 'post-grunge']",Red Sun Rising,01ZtptlLUxoAbJDrS9fTqX
Redimi2,"['latin christian', 'rap cristiano']",Redimi2,0WZOmdnCln6FK6GM9e2tGm
Redlounge Orchestra,"['chill lounge', 'deep chill']",Redlounge Orchestra,7HOJV0aDjzlw30gxTCVkEV
Redneck Souljers,['redneck'],Redneck Souljers,5FY8IkeSIChD7WcmPPH5NW
ReeceBeats,[],ReeceBeats,5L1QSgQEkpWF3KvUBZWuz7
Reese Oliveira,[],Reese Oliveira,0E6Rgrz8KnKRXEGtO3D5UD
Reggie Couz,[],Reggie Couz,1lGcKFSoS9VZfgJNxRsKIH
Rei Kondoh,[],Rei Kondoh,1PLTRmEOPFLXY6PBIcRg4d
Relajacion Conjunto,[],Relajacion Conjunto,18HUPezjOeweiy5nI6UBve
Release The Vipers,[],Release The Vipers,4pvXgtmhxQ22nLfGu817ou
Relly Cole,[],Relly Cole,6HAGGDLh28g9VXmJ4JpZeb
Rema Webb,[],Rema Webb,4hz2WQEgpITP9Vc5V5IZE0
Remmy Valenzuela,"['banda', 'regional mexican', 'regional mexican pop']",Remmy Valenzuela,4stSxe6AbpXw3x7nRDsYVX
Remo Drive,['alternative emo'],Remo Drive,5LMPXUMhWXshBPjrqvZOfv
Remy Zaken,[],Remy Zaken,56pnQN33y8k2R8W0MoO1QZ
Remyboy Monty,[],Remyboy Monty,7xaUfg5pi9nbPgYSEQVIje
Ren-Fetti,[],Ren-Fetti,0msVMhmQm9G3hTmELZw1Ua
Renacimiento 74,[],Renacimiento 74,6qioLW4OC3ZBqwH93xATgU
Rend Collective,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'worship']",Rend Collective,11Y54BxlxC3UIAUkU2eadQ
René González,['latin christian'],René González,65cuDgm56bv2MhCytEVRRF
Renée Elise Goldsberry,['hollywood'],Renée Elise Goldsberry,5VJN4jB6PqqEg4kJiAj6Eu
Reo Cragun,['trap soul'],Reo Cragun,08v1r0jqDyvSo2LtSqHxcy
Calle 13,"['latin', 'latin alternative', 'latin hip hop', 'puerto rican rock', 'reggaeton', 'rock en espanol', 'tropical']",Residente,0yNSzH5nZmHzeE2xn6Xshb
Reske,[],Reske,4FKvEg6IzqE4UrhADh5bga
Rev. Timothy Wright,['gospel'],Rev. Timothy Wright,5R76YG5aRtZcXohk9NUju2
Revancha Nortena,['deep norteno'],Revancha Nortena,6WcCFeluhfC2u6O97XNvtM
Revol,"['reggaeton', 'reggaeton flow', 'trap latino']",Revol,2wYOpkTJZGByNEOjEnSmoW
Revolver Cannabis,"['banda', 'deep regional mexican', 'regional mexican', 'regional mexican pop']",Revolver Cannabis,7a3g8JUF8iipgP1BCEsm4I
Rex Orange County,['indie r&b'],Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL
Rexx Life Raj,"['deep underground hip hop', 'trap soul', 'underground hip hop', 'west coast trap']",Rexx Life Raj,5rDXcEIODl8TgGTgrntnjX
Rey Chavez,[],Rey Chavez,4MJ8LlR15tupdpfRBFwzGF
Rey Ruiz,"['boogaloo', 'latin', 'latin jazz', 'merengue', 'salsa', 'tropical']",Rey Ruiz,1S0uvW1rgvtkNGma9su3fJ
Reyli Barba,"['grupera', 'latin', 'latin pop', 'mexican pop', 'ranchera', 'regional mexican', 'rock en espanol', 'tropical']",Reyli Barba,69BUYvpG9MbjCyIZfsFdhJ
Rezz,"['brostep', 'edm', 'electro house', 'electronic trap', 'moombahton']",Rezz,4aKdmOXdUKX07HVd3sGgzw
Rg Boys,[],Rg Boys,4OBVSg7mQspBF3mPzdrJTM
Rhett Akins,"['contemporary country', 'country', 'country christmas', 'country road', 'lift kit', 'modern country rock', 'redneck']",Rhett Akins,4qivGtDBIkQFLCeduRpi24
Rhye,"['art pop', 'deep indie r&b', 'downtempo', 'indie r&b', 'indietronica', 'neo soul', 'shimmer pop', 'vapor soul']",Rhye,2AcUPzkVWo81vumdzeLLRN
Rhyme Time,[],Rhyme Time,4QsGuJd1QEwMfYex35pjAd
Ricardo Drue,['soca'],Ricardo Drue,1YxLPEyDduTjPEBWKA2BmF
Ricardo Leyva,[],Ricardo Leyva,1toFmMGSbb1xJB8w1QQFB3
Ricardo Muñoz,[],Ricardo Muñoz,4uIopkxtCr4XkXtDVSEBYq
Rich Brian,"['indonesian hip hop', 'underground hip hop']",Rich Brian,2IDLDx25HU1nQMKde4n61a
Rich The Kid,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",Rich Kid,1pPmIToKXyGdsCF6LmqLmI
Rich O'Toole,"['deep texas country', 'outlaw country', 'texas country']",Rich O'Toole,2t6FHAUXxi9eiatP2Mavh0
Rich The Factor,"['hyphy', 'west coast trap']",Rich The Factor,5QDNC7d83GlaTl7Jy9djQ1
Rich Wayne,[],Rich Wayne,7IZEc9McURY9vPlWn2FkWO
Richard P. Condie,[],Richard P. Condie,7msm7itiMt8EnLLTBDTp3H
Richie Campbell,['portuguese pop'],Richie Campbell,2swvbEAfN70ZFcQB4Y7MaS
Ricky Blaze,"['riddim', 'soca']",Ricky Blaze,5WFPVKybSiU6x8HBTACfpr
Ricky Martinez,[],Ricky Martinez,1zu2jL6z5wMfkDDVf0f3LV
Ricky Naranjo y Los Gamblers,['tejano'],Ricky Naranjo y Los Gamblers,3QHgVGehVrkjjbskHJqfKR
Ricky T,['soca'],Ricky T,3HHHYK2eIjmJgA0zIklzzU
Rico Nasty,['escape room'],Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU
Rico Recklezz,"['deep trap', 'drill', 'vapor trap']",Rico Recklezz,7oEIdxVvQZOeXZEvmZTPAN
Riff Raff,"['trap music', 'underground hip hop']",Riff Raff,31IZdHrCZ5pRhLz4zBxN3o
Riley Clemmons,[],Riley Clemmons,7yZC6AEhvCD5NFR8yDUxCG
Riley Lee,"['healing', 'kirtan', 'meditation', 'new tribe']",Riley Lee,7eJJlXsiOqFXsaxRDyelMO
Rilo Kiley,"['anti-folk', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'lilith', 'lo-fi', 'modern rock', 'pop rock', 'singer-songwriter', 'stomp and holler']",Rilo Kiley,2cevwbv7ISD92VMNLYLHZA
Rina Sawayama,"['art pop', 'deep indie r&b', 'escape room', 'indie r&b']",Rina Sawayama,2KEqzdPS7M5YwGmiuPTdr5
Rio Santana,[],Rio Santana,3mLdH6xxrscTf2poCN9Kzy
Ripe,[],Ripe,19lQ2rJLlP71FOKESiMNJT
Ripp Flamez,"['deep underground hip hop', 'dwn trap']",Ripp Flamez,0i2MkQSmpTQjsT5NZs7jOX
Rising Appalachia,['new tribe'],Rising Appalachia,3I6e2ZqqoxQhXc9z7Tp5ci
Rising Tide,[],Rising Tide,0BO4efV5nWboXpktrwsif8
RiskTaker D-Boy,[],RiskTaker D-Boy,7z3tvvfp9CCpGPG2NmFCWu
Rita Moreno,[],Rita Moreno,0o8VXZhF492Z1bKBRFA9Q2
Rita Springer,"['anthem worship', 'deep ccm', 'worship']",Rita Springer,0XnterAMV09fuPjq4joR0c
River Valley Worship,['anthem worship'],River Valley Worship,1VXCIEol192OgSF9VzowGV
Ro James,"['deep indie r&b', 'deep pop r&b', 'indie r&b', 'neo soul', 'r&b', 'urban contemporary']",Ro James,7r2oyrNc0YjSC7hZL87V0Y
Roach Gigz,"['hyphy', 'west coast trap']",Roach Gigz,5QkiNMLddfjnhRmx6mrtI8
Rob Gardner,['lds'],Rob Gardner,4Nxe6Ok9L0s7WViFxu8zVX
Rob Mirante,[],Rob Mirante,1dLirxOeF06OJLXjZaEeEI
Rob Pennington,[],Rob Pennington,3nPWro4O3e2VQ8tkuQoSgn
Robb Bank$,"['trap music', 'underground hip hop', 'vapor trap']",Robb Bank$,7KduBCxhfAMiQlhMOHL3IZ
Robert DeLong,['modern rock'],Robert DeLong,42crL07E4WPfVovyUtMpvC
Robert Ellis,"['alternative country', 'deep new americana', 'folk christmas', 'irish folk', 'new americana', 'roots rock', 'stomp and holler']",Robert Ellis,6XtG9W2KkPiQ6n1rlIvTJE
Robert Feelgood,[],Robert Feelgood,2d359V5wi3yHvS1loTPZWg
Roberto Echo,[],Roberto Echo,1DkMGG3PurlHoyOwpNV3Pb
Roberto Pulido,['tejano'],Roberto Pulido,2ASyTeQe98f5E0KoU6x7lC
Roberto Roena,"['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa', 'salsa international', 'tropical']",Roberto Roena,4i5rDrP2IqCdMgde0vIpyB
Robi Kahakalau,"['hawaiian', 'world christmas']",Robi Kahakalau,1qXPmO8voLWvytAkh7ffuP
Robin Guthrie,"['ambient', 'art rock', 'dream pop', 'drone', 'fourth world', 'shoegaze']",Robin Guthrie,3ZqRIzadY4WYQEg4Hj2vGC
Robin Hannibal,[],Robin Hannibal,0qVb1coEo0OVOpP9kphf6U
Roc Marciano,"['alternative hip hop', 'hardcore hip hop', 'underground hip hop']",Roc,5X0V59ipZnbvnubW0rQVri
Rocaine,[],Rocaine,6OOETqt3Jh8y39gYtof7tN
Rock City,[],Rock City,2aq1Srn4VzSQayH4mnyM6v
Rockabye Lullaby,[],Rockabye Lullaby,3y0d6ljlxup7X9hZKSdKbr
Rockin Rolla,[],Rockin Rolla,4ZOMJ0BLTSsGSNTrR8kckg
Rocky Badd,[],Rocky Badd,1SwYzkVWDvzFbLblUN4snA
Rogue Wave,"['bay area indie', 'chamber pop', 'folk christmas', 'folk-pop', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'noise pop', 'shimmer pop', 'stomp and holler']",Rogue Wave,2JSc53B5cQ31m0xTB7JFpG
Roman Müller,[],Roman Müller,3nFw6mPGG5Uj2YS7IyaGEF
Rome of Sublime with Rome,[],Rome of Sublime with Rome,1WkB67ly6k7EVGJoNFj9YO
Ronald Staheli,[],Ronald Staheli,1LK9vHqQvVT79qBITcr9r4
Rondonumbanine,"['deep trap', 'drill']",Rondonumbanine,7BXF3yeaZwZBTypGgeXWGK
Ronnetta Spencer,[],Ronnetta Spencer,4a3tPkWa3ITrqaYGGW3jFy
Ronny J,"['underground hip hop', 'vapor trap']",Ronny J,3TKCdsX8yNNoiC1gesn6or
Roody Roodboy,[],Roody Roodboy,5VgONLRcpRrg4FbBstSxhN
Roosevelt,"['alternative dance', 'athens indie', 'chillwave', 'indie emo', 'indietronica', 'nu disco', 'shimmer pop', 'shiver pop', 'vapor soul']",Roosevelt,4AQrqVz6BYwy29iMxcGtx7
Rootabang,[],Rootabang,7BhWcrn1iCzPpfAR308j6n
"Rory ""Sweet Boy"" Dolan",[],"Rory ""Sweet Boy"" Dolan",4SNudQnjJBnBUZhJk606HC
Rory O'Malley,[],Rory O'Malley,4ypbxQ7Pb5JKm2ulHXDcBP
Rosa Karina,['latin christian'],Rosa Karina,1KzJGm3pCl6STUWvCVg5sx
Rosario Dawson,"['hollywood', 'show tunes']",Rosario Dawson,5gGhRZgP9BJL9fsFdvTzeX
Rose Dive,[],Rose Dive,6lvOllB5Zi1knE2cqWLcF5
Roshon Fegan,[],Roshon Fegan,07bq0KjNoXHDavbLV3NQus
Rosie Darling,[],Rosie Darling,6kDXH8d9LugUAsHIozzDAI
Rotimi,"['alternative r&b', 'deep pop r&b']",Rotimi,1xBARhKI09ZTmeePVDWMCf
Rowan Taylor,[],Rowan Taylor,5WB1uZQ93ILlPkQ8tq65bP
Rowdy Rebel,[],Rowdy Rebel,6LXRvV2OAtXF7685fzh3mj
Roy Blair,[],Roy Blair,6Sa4YbwEdGlfVSJMF1Lp67
Roy Woods,"['indie r&b', 'pop', 'pop rap', 'rap', 'trap music', 'trap soul']",Roy Woods,7mDU6nMUJnOSY2Hkjz5oqM
Royal Bliss,"['hard alternative', 'post-grunge', 'slc indie']",Royal Bliss,2DntubHirEICSdXa23WNpV
Rozzi,[],Rozzi,4c4aEmXU6Hx95REbIZ3S82
Rubberband OG,['deep southern trap'],Rubberband OG,3viPp7ZPRRFTGdkBGfrkyo
Rubblebucket,"['chamber pop', 'indie pop', 'indie psych-rock', 'indietronica', 'shimmer pop']",Rubblebucket,6xriZDSK3wPXhOoZXr9fzF
Ruben Naranjo,['tejano'],Ruben Naranjo,3X8iuRtBEv8iFNDnq6lsjq
Ruben Ramos,['tejano'],Ruben Ramos,4qJSpUdafQdHRjBvTRsS2e
Ruben Vela,['tejano'],Ruben Vela,0H9vfhuQVe087hPqbFzb8D
Rubén Blades,"['boogaloo', 'latin jazz', 'mambo', 'merengue', 'panamanian pop', 'salsa', 'tropical']",Rubén Blades,5BwMgvRwlq61SmknvsVIQj
Ruff Ryders,"['crunk', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip pop', 'southern hip hop']",Ruff Ryders,49pQfWTLlSww8C7K7unpUC
Rumba Caliente,[],Rumba Caliente,5oxQlu5lpm0bkhDoWqTJ6S
Run The Jewels,"['alternative hip hop', 'escape room', 'hip hop', 'rap']",Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C
RunTown,"['afrobeats', 'afropop', 'azontobeats']",RunTown,6mMtnxEQkYoY5FfJIQ9Rhb
Runaway June,[],Runaway June,7yPbJOX7olhT3ynAyuj3Zl
RunTown,"['afrobeats', 'afropop', 'azontobeats']",Runtown,6mMtnxEQkYoY5FfJIQ9Rhb
Russ Liquid,['glitch hop'],Russ Liquid,70zLeNeu4AAUaQ14AC4P8J
Russian Circles,"['instrumental rock', 'post rock', 'post-doom metal', 'post-metal', 'sludge metal']",Russian Circles,0AZ3VR0YbFcS0Kgei7L2QF
Ruth Mixter,['latin christian'],Ruth Mixter,6Y3LN0FCFH8p38tlH7ctJA
Rvssian,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Rvssian,1fctva4kpRbg2k3v7kwRuS
Ryan Adams,"['alternative country', 'folk-pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'roots rock', 'singer-songwriter', 'stomp and holler']",Ryan Adams,2qc41rNTtdLK0tV3mJn2Pm
Ryan Beaver,"['deep texas country', 'outlaw country', 'texas country']",Ryan Beaver,4eZsjzl7q47rMHUyxeOGhr
